Unique,Name,Value,Category,Silver,Time,Focus,Return
T7_2H_BOW,Grandmaster's Bow,,bow,0.0,3.33333,9075.0,1.0
T8_2H_BOW,Elder's Bow,,bow,0.0,5.0,15983.0,1.0
T4_2H_WARBOW,Adept's Warbow,,bow,0.0,1.33333,1540.0,1.0
T5_2H_WARBOW,Expert's Warbow,,bow,0.0,2.0,2849.0,1.0
T6_2H_WARBOW,Master's Warbow,,bow,0.0,2.66667,5119.0,1.0
T7_2H_WARBOW,Grandmaster's Warbow,,bow,0.0,3.33333,9075.0,1.0
T8_2H_WARBOW,Elder's Warbow,,bow,0.0,5.0,15983.0,1.0
T4_2H_LONGBOW,Adept's Longbow,,bow,0.0,1.33333,1540.0,1.0
T5_2H_LONGBOW,Expert's Longbow,,bow,0.0,2.0,2849.0,1.0
T6_2H_LONGBOW,Master's Longbow,,bow,0.0,2.66667,5119.0,1.0
T7_2H_LONGBOW,Grandmaster's Longbow,,bow,0.0,3.33333,9075.0,1.0
T8_2H_LONGBOW,Elder's Longbow,,bow,0.0,5.0,15983.0,1.0
T4_2H_LONGBOW_UNDEAD,Adept's Whispering Bow,,bow,0.0,1.33333,1540.0,1.0
T5_2H_LONGBOW_UNDEAD,Expert's Whispering Bow,,bow,0.0,2.0,2849.0,1.0
T6_2H_LONGBOW_UNDEAD,Master's Whispering Bow,,bow,0.0,2.66667,5119.0,1.0
T7_2H_LONGBOW_UNDEAD,Grandmaster's Whispering Bow,,bow,0.0,3.33333,9075.0,1.0
T8_2H_LONGBOW_UNDEAD,Elder's Whispering Bow,,bow,0.0,5.0,15983.0,1.0
T4_2H_BOW_HELL,Adept's Wailing Bow,,bow,0.0,1.33333,1540.0,1.0
T5_2H_BOW_HELL,Expert's Wailing Bow,,bow,0.0,2.0,2849.0,1.0
T6_2H_BOW_HELL,Master's Wailing Bow,,bow,0.0,2.66667,5119.0,1.0
T7_2H_BOW_HELL,Grandmaster's Wailing Bow,,bow,0.0,3.33333,9075.0,1.0
T8_2H_BOW_HELL,Elder's Wailing Bow,,bow,0.0,5.0,15983.0,1.0
T4_2H_BOW_KEEPER,Adept's Bow of Badon,,bow,0.0,1.33333,1540.0,1.0
T5_2H_BOW_KEEPER,Expert's Bow of Badon,,bow,0.0,2.0,2849.0,1.0
T6_2H_BOW_KEEPER,Master's Bow of Badon,,bow,0.0,2.66667,5119.0,1.0
T7_2H_BOW_KEEPER,Grandmaster's Bow of Badon,,bow,0.0,3.33333,9075.0,1.0
T8_2H_BOW_KEEPER,Elder's Bow of Badon,,bow,0.0,5.0,15983.0,1.0
T3_2H_CROSSBOW,Journeyman's Crossbow,,crossbow,0.0,1.0,777.0,1.0
T4_2H_CROSSBOW,Adept's Crossbow,,crossbow,0.0,1.33333,1540.0,1.0
T5_2H_CROSSBOW,Expert's Crossbow,,crossbow,0.0,2.0,2849.0,1.0
T6_2H_CROSSBOW,Master's Crossbow,,crossbow,0.0,2.66667,5119.0,1.0
T7_2H_CROSSBOW,Grandmaster's Crossbow,,crossbow,0.0,3.33333,9075.0,1.0
T8_2H_CROSSBOW,Elder's Crossbow,,crossbow,0.0,5.0,15983.0,1.0
T4_2H_CROSSBOWLARGE,Adept's Heavy Crossbow,,crossbow,0.0,1.33333,1540.0,1.0
T5_2H_CROSSBOWLARGE,Expert's Heavy Crossbow,,crossbow,0.0,2.0,2849.0,1.0
T6_2H_CROSSBOWLARGE,Master's Heavy Crossbow,,crossbow,0.0,2.66667,5119.0,1.0
T7_2H_CROSSBOWLARGE,Grandmaster's Heavy Crossbow,,crossbow,0.0,3.33333,9075.0,1.0
T8_2H_CROSSBOWLARGE,Elder's Heavy Crossbow,,crossbow,0.0,5.0,15983.0,1.0
T4_MAIN_1HCROSSBOW,Adept's Light Crossbow,,crossbow,0.0,1.0,1155.0,1.0
T5_MAIN_1HCROSSBOW,Expert's Light Crossbow,,crossbow,0.0,1.5,2137.0,1.0
T6_MAIN_1HCROSSBOW,Master's Light Crossbow,,crossbow,0.0,2.0,3839.0,1.0
T7_MAIN_1HCROSSBOW,Grandmaster's Light Crossbow,,crossbow,0.0,2.5,6806.0,1.0
T8_MAIN_1HCROSSBOW,Elder's Light Crossbow,,crossbow,0.0,3.75,11987.0,1.0
T4_2H_REPEATINGCROSSBOW_UNDEAD,Adept's Weeping Repeater,,crossbow,0.0,1.33333,1540.0,1.0
T5_2H_REPEATINGCROSSBOW_UNDEAD,Expert's Weeping Repeater,,crossbow,0.0,2.0,2849.0,1.0
T6_2H_REPEATINGCROSSBOW_UNDEAD,Master's Weeping Repeater,,crossbow,0.0,2.66667,5119.0,1.0
T7_2H_REPEATINGCROSSBOW_UNDEAD,Grandmaster's Weeping Repeater,,crossbow,0.0,3.33333,9075.0,1.0
T8_2H_REPEATINGCROSSBOW_UNDEAD,Elder's Weeping Repeater,,crossbow,0.0,5.0,15983.0,1.0
T4_2H_DUALCROSSBOW_HELL,Adept's Boltcasters,,crossbow,0.0,1.33333,1540.0,1.0
T5_2H_DUALCROSSBOW_HELL,Expert's Boltcasters,,crossbow,0.0,2.0,2849.0,1.0
T6_2H_DUALCROSSBOW_HELL,Master's Boltcasters,,crossbow,0.0,2.66667,5119.0,1.0
T7_2H_DUALCROSSBOW_HELL,Grandmaster's Boltcasters,,crossbow,0.0,3.33333,9075.0,1.0
T8_2H_DUALCROSSBOW_HELL,Elder's Boltcasters,,crossbow,0.0,5.0,15983.0,1.0
T4_2H_CROSSBOWLARGE_MORGANA,Adept's Siegebow,,crossbow,0.0,1.33333,1540.0,1.0
T5_2H_CROSSBOWLARGE_MORGANA,Expert's Siegebow,,crossbow,0.0,2.0,2849.0,1.0
T6_2H_CROSSBOWLARGE_MORGANA,Master's Siegebow,,crossbow,0.0,2.66667,5119.0,1.0
T7_2H_CROSSBOWLARGE_MORGANA,Grandmaster's Siegebow,,crossbow,0.0,3.33333,9075.0,1.0
T8_2H_CROSSBOWLARGE_MORGANA,Elder's Siegebow,,crossbow,0.0,5.0,15983.0,1.0
T3_MAIN_CURSEDSTAFF,Journeyman's Cursed Staff,,cursestaff,0.0,0.75,583.0,1.0
T4_MAIN_CURSEDSTAFF,Adept's Cursed Staff,,cursestaff,0.0,1.0,1155.0,1.0
T5_MAIN_CURSEDSTAFF,Expert's Cursed Staff,,cursestaff,0.0,1.5,2137.0,1.0
T6_MAIN_CURSEDSTAFF,Master's Cursed Staff,,cursestaff,0.0,2.0,3839.0,1.0
T7_MAIN_CURSEDSTAFF,Grandmaster's Cursed Staff,,cursestaff,0.0,2.5,6806.0,1.0
T8_MAIN_CURSEDSTAFF,Elder's Cursed Staff,,cursestaff,0.0,3.75,11987.0,1.0
T4_2H_CURSEDSTAFF,Adept's Great Cursed Staff,,cursestaff,0.0,1.33333,1540.0,1.0
T5_2H_CURSEDSTAFF,Expert's Great Cursed Staff,,cursestaff,0.0,2.0,2849.0,1.0
T6_2H_CURSEDSTAFF,Master's Great Cursed Staff,,cursestaff,0.0,2.66667,5119.0,1.0
T7_2H_CURSEDSTAFF,Grandmaster's Great Cursed Staff,,cursestaff,0.0,3.33333,9075.0,1.0
T8_2H_CURSEDSTAFF,Elder's Great Cursed Staff,,cursestaff,0.0,5.0,15983.0,1.0
T4_2H_DEMONICSTAFF,Adept's Demonic Staff,,cursestaff,0.0,1.33333,1540.0,1.0
T5_2H_DEMONICSTAFF,Expert's Demonic Staff,,cursestaff,0.0,2.0,2849.0,1.0
T6_2H_DEMONICSTAFF,Master's Demonic Staff,,cursestaff,0.0,2.66667,5119.0,1.0
T7_2H_DEMONICSTAFF,Grandmaster's Demonic Staff,,cursestaff,0.0,3.33333,9075.0,1.0
T8_2H_DEMONICSTAFF,Elder's Demonic Staff,,cursestaff,0.0,5.0,15983.0,1.0
T4_MAIN_CURSEDSTAFF_UNDEAD,Adept's Lifecurse Staff,,cursestaff,0.0,1.0,1155.0,1.0
T5_MAIN_CURSEDSTAFF_UNDEAD,Expert's Lifecurse Staff,,cursestaff,0.0,1.5,2137.0,1.0
T6_MAIN_CURSEDSTAFF_UNDEAD,Master's Lifecurse Staff,,cursestaff,0.0,2.0,3839.0,1.0
T7_MAIN_CURSEDSTAFF_UNDEAD,Grandmaster's Lifecurse Staff,,cursestaff,0.0,2.5,6806.0,1.0
T8_MAIN_CURSEDSTAFF_UNDEAD,Elder's Lifecurse Staff,,cursestaff,0.0,3.75,11987.0,1.0
T4_2H_SKULLORB_HELL,Adept's Cursed Skull,,cursestaff,0.0,1.33333,1540.0,1.0
T5_2H_SKULLORB_HELL,Expert's Cursed Skull,,cursestaff,0.0,2.0,2849.0,1.0
T6_2H_SKULLORB_HELL,Master's Cursed Skull,,cursestaff,0.0,2.66667,5119.0,1.0
T7_2H_SKULLORB_HELL,Grandmaster's Cursed Skull,,cursestaff,0.0,3.33333,9075.0,1.0
T8_2H_SKULLORB_HELL,Elder's Cursed Skull,,cursestaff,0.0,5.0,15983.0,1.0
T4_2H_CURSEDSTAFF_MORGANA,Adept's Damnation Staff,,cursestaff,0.0,1.33333,1540.0,1.0
T5_2H_CURSEDSTAFF_MORGANA,Expert's Damnation Staff,,cursestaff,0.0,2.0,2849.0,1.0
T6_2H_CURSEDSTAFF_MORGANA,Master's Damnation Staff,,cursestaff,0.0,2.66667,5119.0,1.0
T7_2H_CURSEDSTAFF_MORGANA,Grandmaster's Damnation Staff,,cursestaff,0.0,3.33333,9075.0,1.0
T8_2H_CURSEDSTAFF_MORGANA,Elder's Damnation Staff,,cursestaff,0.0,5.0,15983.0,1.0
T2_MAIN_FIRESTAFF,Novice's Fire Staff,,firestaff,0.0,0.5,240.0,1.0
T3_MAIN_FIRESTAFF,Journeyman's Fire Staff,,firestaff,0.0,0.75,583.0,1.0
T4_MAIN_FIRESTAFF,Adept's Fire Staff,,firestaff,0.0,1.0,1155.0,1.0
T5_MAIN_FIRESTAFF,Expert's Fire Staff,,firestaff,0.0,1.5,2137.0,1.0
T6_MAIN_FIRESTAFF,Master's Fire Staff,,firestaff,0.0,2.0,3839.0,1.0
T7_MAIN_FIRESTAFF,Grandmaster's Fire Staff,,firestaff,0.0,2.5,6806.0,1.0
T8_MAIN_FIRESTAFF,Elder's Fire Staff,,firestaff,0.0,3.75,11987.0,1.0
T4_2H_FIRESTAFF,Adept's Great Fire Staff,,firestaff,0.0,1.33333,1540.0,1.0
T5_2H_FIRESTAFF,Expert's Great Fire Staff,,firestaff,0.0,2.0,2849.0,1.0
T6_2H_FIRESTAFF,Master's Great Fire Staff,,firestaff,0.0,2.66667,5119.0,1.0
T7_2H_FIRESTAFF,Grandmaster's Great Fire Staff,,firestaff,0.0,3.33333,9075.0,1.0
T8_2H_FIRESTAFF,Vendetta's Wrath,,firestaff,0.0,5.0,15983.0,1.0
T4_2H_INFERNOSTAFF,Adept's Infernal Staff,,firestaff,0.0,1.33333,1540.0,1.0
T5_2H_INFERNOSTAFF,Expert's Infernal Staff,,firestaff,0.0,2.0,2849.0,1.0
T6_2H_INFERNOSTAFF,Master's Infernal Staff,,firestaff,0.0,2.66667,5119.0,1.0
T7_2H_INFERNOSTAFF,Grandmaster's Infernal Staff,,firestaff,0.0,3.33333,9075.0,1.0
T8_2H_INFERNOSTAFF,Elder's Infernal Staff,,firestaff,0.0,5.0,15983.0,1.0
T4_MAIN_FIRESTAFF_KEEPER,Adept's Wildfire Staff,,firestaff,0.0,1.0,1155.0,1.0
T5_MAIN_FIRESTAFF_KEEPER,Expert's Wildfire Staff,,firestaff,0.0,1.5,2137.0,1.0
T6_MAIN_FIRESTAFF_KEEPER,Master's Wildfire Staff,,firestaff,0.0,2.0,3839.0,1.0
T7_MAIN_FIRESTAFF_KEEPER,Grandmaster's Wildfire Staff,,firestaff,0.0,2.5,6806.0,1.0
T8_MAIN_FIRESTAFF_KEEPER,Elder's Wildfire Staff,,firestaff,0.0,3.75,11987.0,1.0
T4_2H_FIRESTAFF_HELL,Adept's Brimstone Staff,,firestaff,0.0,1.33333,1540.0,1.0
T5_2H_FIRESTAFF_HELL,Expert's Brimstone Staff,,firestaff,0.0,2.0,2849.0,1.0
T6_2H_FIRESTAFF_HELL,Master's Brimstone Staff,,firestaff,0.0,2.66667,5119.0,1.0
T7_2H_FIRESTAFF_HELL,Grandmaster's Brimstone Staff,,firestaff,0.0,3.33333,9075.0,1.0
T8_2H_FIRESTAFF_HELL,Elder's Brimstone Staff,,firestaff,0.0,5.0,15983.0,1.0
T4_2H_INFERNOSTAFF_MORGANA,Adept's Blazing Staff,,firestaff,0.0,1.33333,1540.0,1.0
T5_2H_INFERNOSTAFF_MORGANA,Expert's Blazing Staff,,firestaff,0.0,2.0,2849.0,1.0
T6_2H_INFERNOSTAFF_MORGANA,Master's Blazing Staff,,firestaff,0.0,2.66667,5119.0,1.0
T7_2H_INFERNOSTAFF_MORGANA,Grandmaster's Blazing Staff,,firestaff,0.0,3.33333,9075.0,1.0
T8_2H_INFERNOSTAFF_MORGANA,Elder's Blazing Staff,,firestaff,0.0,5.0,15983.0,1.0
T3_MAIN_FROSTSTAFF,Journeyman's Frost Staff,,froststaff,0.0,0.75,583.0,1.0
T4_MAIN_FROSTSTAFF,Adept's Frost Staff,,froststaff,0.0,1.0,1155.0,1.0
T5_MAIN_FROSTSTAFF,Expert's Frost Staff,,froststaff,0.0,1.5,2137.0,1.0
T6_MAIN_FROSTSTAFF,Master's Frost Staff,,froststaff,0.0,2.0,3839.0,1.0
T7_MAIN_FROSTSTAFF,Grandmaster's Frost Staff,,froststaff,0.0,2.5,6806.0,1.0
T8_MAIN_FROSTSTAFF,Elder's Frost Staff,,froststaff,0.0,3.75,11987.0,1.0
T4_2H_FROSTSTAFF,Adept's Great Frost Staff,,froststaff,0.0,1.33333,1540.0,1.0
T5_2H_FROSTSTAFF,Expert's Great Frost Staff,,froststaff,0.0,2.0,2849.0,1.0
T6_2H_FROSTSTAFF,Master's Great Frost Staff,,froststaff,0.0,2.66667,5119.0,1.0
T7_2H_FROSTSTAFF,Grandmaster's Great Frost Staff,,froststaff,0.0,3.33333,9075.0,1.0
T8_2H_FROSTSTAFF,Elder's Great Frost Staff,,froststaff,0.0,5.0,15983.0,1.0
T4_2H_GLACIALSTAFF,Adept's Glacial Staff,,froststaff,0.0,1.33333,1540.0,1.0
T5_2H_GLACIALSTAFF,Expert's Glacial Staff,,froststaff,0.0,2.0,2849.0,1.0
T6_2H_GLACIALSTAFF,Master's Glacial Staff,,froststaff,0.0,2.66667,5119.0,1.0
T7_2H_GLACIALSTAFF,Grandmaster's Glacial Staff,,froststaff,0.0,3.33333,9075.0,1.0
T8_2H_GLACIALSTAFF,Elder's Glacial Staff,,froststaff,0.0,5.0,15983.0,1.0
T4_MAIN_FROSTSTAFF_KEEPER,Adept's Hoarfrost Staff,,froststaff,0.0,1.0,1155.0,1.0
T5_MAIN_FROSTSTAFF_KEEPER,Expert's Hoarfrost Staff,,froststaff,0.0,1.5,2137.0,1.0
T6_MAIN_FROSTSTAFF_KEEPER,Master's Hoarfrost Staff,,froststaff,0.0,2.0,3839.0,1.0
T7_MAIN_FROSTSTAFF_KEEPER,Grandmaster's Hoarfrost Staff,,froststaff,0.0,2.5,6806.0,1.0
T8_MAIN_FROSTSTAFF_KEEPER,Elder's Hoarfrost Staff,,froststaff,0.0,3.75,11987.0,1.0
T4_2H_ICEGAUNTLETS_HELL,Adept's Icicle Staff,,froststaff,0.0,1.33333,1540.0,1.0
T5_2H_ICEGAUNTLETS_HELL,Expert's Icicle Staff,,froststaff,0.0,2.0,2849.0,1.0
T6_2H_ICEGAUNTLETS_HELL,Master's Icicle Staff,,froststaff,0.0,2.66667,5119.0,1.0
T7_2H_ICEGAUNTLETS_HELL,Grandmaster's Icicle Staff,,froststaff,0.0,3.33333,9075.0,1.0
T8_2H_ICEGAUNTLETS_HELL,Elder's Icicle Staff,,froststaff,0.0,5.0,15983.0,1.0
T4_2H_ICECRYSTAL_UNDEAD,Adept's Permafrost Prism,,froststaff,0.0,1.33333,1540.0,1.0
T5_2H_ICECRYSTAL_UNDEAD,Expert's Permafrost Prism,,froststaff,0.0,2.0,2849.0,1.0
T6_2H_ICECRYSTAL_UNDEAD,Master's Permafrost Prism,,froststaff,0.0,2.66667,5119.0,1.0
T7_2H_ICECRYSTAL_UNDEAD,Grandmaster's Permafrost Prism,,froststaff,0.0,3.33333,9075.0,1.0
T8_2H_ICECRYSTAL_UNDEAD,Elder's Permafrost Prism,,froststaff,0.0,5.0,15983.0,1.0
T3_MAIN_ARCANESTAFF,Journeyman's Arcane Staff,,arcanestaff,0.0,0.75,583.0,1.0
T4_MAIN_ARCANESTAFF,Adept's Arcane Staff,,arcanestaff,0.0,1.0,1155.0,1.0
T5_MAIN_ARCANESTAFF,Expert's Arcane Staff,,arcanestaff,0.0,1.5,2137.0,1.0
T6_MAIN_ARCANESTAFF,Master's Arcane Staff,,arcanestaff,0.0,2.0,3839.0,1.0
T7_MAIN_ARCANESTAFF,Grandmaster's Arcane Staff,,arcanestaff,0.0,2.5,6806.0,1.0
T8_MAIN_ARCANESTAFF,Elder's Arcane Staff,,arcanestaff,0.0,3.75,11987.0,1.0
T4_2H_ARCANESTAFF,Adept's Great Arcane Staff,,arcanestaff,0.0,1.33333,1540.0,1.0
T5_2H_ARCANESTAFF,Expert's Great Arcane Staff,,arcanestaff,0.0,2.0,2849.0,1.0
T6_2H_ARCANESTAFF,Master's Great Arcane Staff,,arcanestaff,0.0,2.66667,5119.0,1.0
T7_2H_ARCANESTAFF,Grandmaster's Great Arcane Staff,,arcanestaff,0.0,3.33333,9075.0,1.0
T8_2H_ARCANESTAFF,Elder's Great Arcane Staff,,arcanestaff,0.0,5.0,15983.0,1.0
T4_2H_ENIGMATICSTAFF,Adept's Enigmatic Staff,,arcanestaff,0.0,1.33333,1540.0,1.0
T5_2H_ENIGMATICSTAFF,Expert's Enigmatic Staff,,arcanestaff,0.0,2.0,2849.0,1.0
T6_2H_ENIGMATICSTAFF,Master's Enigmatic Staff,,arcanestaff,0.0,2.66667,5119.0,1.0
T7_2H_ENIGMATICSTAFF,Grandmaster's Enigmatic Staff,,arcanestaff,0.0,3.33333,9075.0,1.0
T8_2H_ENIGMATICSTAFF,Elder's Enigmatic Staff,,arcanestaff,0.0,5.0,15983.0,1.0
T4_MAIN_ARCANESTAFF_UNDEAD,Adept's Witchwork Staff,,arcanestaff,0.0,1.0,1155.0,1.0
T5_MAIN_ARCANESTAFF_UNDEAD,Expert's Witchwork Staff,,arcanestaff,0.0,1.5,2137.0,1.0
T6_MAIN_ARCANESTAFF_UNDEAD,Master's Witchwork Staff,,arcanestaff,0.0,2.0,3839.0,1.0
T7_MAIN_ARCANESTAFF_UNDEAD,Grandmaster's Witchwork Staff,,arcanestaff,0.0,2.5,6806.0,1.0
T8_MAIN_ARCANESTAFF_UNDEAD,Elder's Witchwork Staff,,arcanestaff,0.0,3.75,11987.0,1.0
T4_2H_ARCANESTAFF_HELL,Adept's Occult Staff,,arcanestaff,0.0,1.33333,1540.0,1.0
T5_2H_ARCANESTAFF_HELL,Expert's Occult Staff,,arcanestaff,0.0,2.0,2849.0,1.0
T6_2H_ARCANESTAFF_HELL,Master's Occult Staff,,arcanestaff,0.0,2.66667,5119.0,1.0
T7_2H_ARCANESTAFF_HELL,Grandmaster's Occult Staff,,arcanestaff,0.0,3.33333,9075.0,1.0
T8_2H_ARCANESTAFF_HELL,Elder's Occult Staff,,arcanestaff,0.0,5.0,15983.0,1.0
T4_2H_ENIGMATICORB_MORGANA,Adept's Malevolent Locus,,arcanestaff,0.0,1.33333,1540.0,1.0
T5_2H_ENIGMATICORB_MORGANA,Expert's Malevolent Locus,,arcanestaff,0.0,2.0,2849.0,1.0
T6_2H_ENIGMATICORB_MORGANA,Master's Malevolent Locus,,arcanestaff,0.0,2.66667,5119.0,1.0
T7_2H_ENIGMATICORB_MORGANA,Grandmaster's Malevolent Locus,,arcanestaff,0.0,3.33333,9075.0,1.0
T8_2H_ENIGMATICORB_MORGANA,Elder's Malevolent Locus,,arcanestaff,0.0,5.0,15983.0,1.0
T3_MAIN_HOLYSTAFF,Journeyman's Holy Staff,,holystaff,0.0,0.75,583.0,1.0
T4_MAIN_HOLYSTAFF,Adept's Holy Staff,,holystaff,0.0,1.0,1155.0,1.0
T5_MAIN_HOLYSTAFF,Expert's Holy Staff,,holystaff,0.0,1.5,2137.0,1.0
T6_MAIN_HOLYSTAFF,Master's Holy Staff,,holystaff,0.0,2.0,3839.0,1.0
T7_MAIN_HOLYSTAFF,Grandmaster's Holy Staff,,holystaff,0.0,2.5,6806.0,1.0
T8_MAIN_HOLYSTAFF,Elder's Holy Staff,,holystaff,0.0,3.75,11987.0,1.0
T4_2H_HOLYSTAFF,Adept's Great Holy Staff,,holystaff,0.0,1.33333,1540.0,1.0
T5_2H_HOLYSTAFF,Expert's Great Holy Staff,,holystaff,0.0,2.0,2849.0,1.0
T6_2H_HOLYSTAFF,Master's Great Holy Staff,,holystaff,0.0,2.66667,5119.0,1.0
T7_2H_HOLYSTAFF,Grandmaster's Great Holy Staff,,holystaff,0.0,3.33333,9075.0,1.0
T8_2H_HOLYSTAFF,Elder's Great Holy Staff,,holystaff,0.0,5.0,15983.0,1.0
T4_2H_DIVINESTAFF,Adept's Divine Staff,,holystaff,0.0,1.33333,1540.0,1.0
T5_2H_DIVINESTAFF,Expert's Divine Staff,,holystaff,0.0,2.0,2849.0,1.0
T6_2H_DIVINESTAFF,Master's Divine Staff,,holystaff,0.0,2.66667,5119.0,1.0
T7_2H_DIVINESTAFF,Grandmaster's Divine Staff,,holystaff,0.0,3.33333,9075.0,1.0
T8_2H_DIVINESTAFF,Elder's Divine Staff,,holystaff,0.0,5.0,15983.0,1.0
T4_MAIN_HOLYSTAFF_MORGANA,Adept's Lifetouch Staff,,holystaff,0.0,1.0,1155.0,1.0
T5_MAIN_HOLYSTAFF_MORGANA,Expert's Lifetouch Staff,,holystaff,0.0,1.5,2137.0,1.0
T6_MAIN_HOLYSTAFF_MORGANA,Master's Lifetouch Staff,,holystaff,0.0,2.0,3839.0,1.0
T7_MAIN_HOLYSTAFF_MORGANA,Grandmaster's Lifetouch Staff,,holystaff,0.0,2.5,6806.0,1.0
T8_MAIN_HOLYSTAFF_MORGANA,Elder's Lifetouch Staff,,holystaff,0.0,3.75,11987.0,1.0
T4_2H_HOLYSTAFF_HELL,Adept's Fallen Staff,,holystaff,0.0,1.33333,1540.0,1.0
T5_2H_HOLYSTAFF_HELL,Expert's Fallen Staff,,holystaff,0.0,2.0,2849.0,1.0
T6_2H_HOLYSTAFF_HELL,Master's Fallen Staff,,holystaff,0.0,2.66667,5119.0,1.0
T7_2H_HOLYSTAFF_HELL,Grandmaster's Fallen Staff,,holystaff,0.0,3.33333,9075.0,1.0
T8_2H_HOLYSTAFF_HELL,Elder's Fallen Staff,,holystaff,0.0,5.0,15983.0,1.0
T4_2H_HOLYSTAFF_UNDEAD,Adept's Redemption Staff,,holystaff,0.0,1.33333,1540.0,1.0
T5_2H_HOLYSTAFF_UNDEAD,Expert's Redemption Staff,,holystaff,0.0,2.0,2849.0,1.0
T6_2H_HOLYSTAFF_UNDEAD,Master's Redemption Staff,,holystaff,0.0,2.66667,5119.0,1.0
T7_2H_HOLYSTAFF_UNDEAD,Grandmaster's Redemption Staff,,holystaff,0.0,3.33333,9075.0,1.0
T8_2H_HOLYSTAFF_UNDEAD,Elder's Redemption Staff,,holystaff,0.0,5.0,15983.0,1.0
T3_MAIN_NATURESTAFF,Journeyman's Nature Staff,,naturestaff,0.0,0.75,583.0,1.0
T4_MAIN_NATURESTAFF,Adept's Nature Staff,,naturestaff,0.0,1.0,1155.0,1.0
T5_MAIN_NATURESTAFF,Expert's Nature Staff,,naturestaff,0.0,1.5,2137.0,1.0
T6_MAIN_NATURESTAFF,Master's Nature Staff,,naturestaff,0.0,2.0,3839.0,1.0
T7_MAIN_NATURESTAFF,Grandmaster's Nature Staff,,naturestaff,0.0,2.5,6806.0,1.0
T8_MAIN_NATURESTAFF,Elder's Nature Staff,,naturestaff,0.0,3.75,11987.0,1.0
T4_2H_NATURESTAFF,Adept's Great Nature Staff,,naturestaff,0.0,1.33333,1540.0,1.0
T5_2H_NATURESTAFF,Expert's Great Nature Staff,,naturestaff,0.0,2.0,2849.0,1.0
T6_2H_NATURESTAFF,Master's Great Nature Staff,,naturestaff,0.0,2.66667,5119.0,1.0
T7_2H_NATURESTAFF,Grandmaster's Great Nature Staff,,naturestaff,0.0,3.33333,9075.0,1.0
T8_2H_NATURESTAFF,Elder's Great Nature Staff,,naturestaff,0.0,5.0,15983.0,1.0
T4_2H_WILDSTAFF,Adept's Wild Staff,,naturestaff,0.0,1.33333,1540.0,1.0
T5_2H_WILDSTAFF,Expert's Wild Staff,,naturestaff,0.0,2.0,2849.0,1.0
T6_2H_WILDSTAFF,Master's Wild Staff,,naturestaff,0.0,2.66667,5119.0,1.0
T7_2H_WILDSTAFF,Grandmaster's Wild Staff,,naturestaff,0.0,3.33333,9075.0,1.0
T8_2H_WILDSTAFF,Elder's Wild Staff,,naturestaff,0.0,5.0,15983.0,1.0
T4_MAIN_NATURESTAFF_KEEPER,Adept's Druidic Staff,,naturestaff,0.0,1.0,1155.0,1.0
T5_MAIN_NATURESTAFF_KEEPER,Expert's Druidic Staff,,naturestaff,0.0,1.5,2137.0,1.0
T6_MAIN_NATURESTAFF_KEEPER,Master's Druidic Staff,,naturestaff,0.0,2.0,3839.0,1.0
T7_MAIN_NATURESTAFF_KEEPER,Grandmaster's Druidic Staff,,naturestaff,0.0,2.5,6806.0,1.0
T8_MAIN_NATURESTAFF_KEEPER,Elder's Druidic Staff,,naturestaff,0.0,3.75,11987.0,1.0
T4_2H_NATURESTAFF_HELL,Adept's Blight Staff,,naturestaff,0.0,1.33333,1540.0,1.0
T5_2H_NATURESTAFF_HELL,Expert's Blight Staff,,naturestaff,0.0,2.0,2849.0,1.0
T6_2H_NATURESTAFF_HELL,Master's Blight Staff,,naturestaff,0.0,2.66667,5119.0,1.0
T7_2H_NATURESTAFF_HELL,Grandmaster's Blight Staff,,naturestaff,0.0,3.33333,9075.0,1.0
T8_2H_NATURESTAFF_HELL,Elder's Blight Staff,,naturestaff,0.0,5.0,15983.0,1.0
T4_2H_NATURESTAFF_KEEPER,Adept's Rampant Staff,,naturestaff,0.0,1.33333,1540.0,1.0
T5_2H_NATURESTAFF_KEEPER,Expert's Rampant Staff,,naturestaff,0.0,2.0,2849.0,1.0
T6_2H_NATURESTAFF_KEEPER,Master's Rampant Staff,,naturestaff,0.0,2.66667,5119.0,1.0
T7_2H_NATURESTAFF_KEEPER,Grandmaster's Rampant Staff,,naturestaff,0.0,3.33333,9075.0,1.0
T8_2H_NATURESTAFF_KEEPER,Elder's Rampant Staff,,naturestaff,0.0,5.0,15983.0,1.0
T3_MAIN_DAGGER,Journeyman's Dagger,,dagger,0.0,0.75,583.0,1.0
T4_MAIN_DAGGER,Adept's Dagger,,dagger,0.0,1.0,1155.0,1.0
T5_MAIN_DAGGER,Expert's Dagger,,dagger,0.0,1.5,2137.0,1.0
T6_MAIN_DAGGER,Master's Dagger,,dagger,0.0,2.0,3839.0,1.0
T7_MAIN_DAGGER,Grandmaster's Dagger,,dagger,0.0,2.5,6806.0,1.0
T8_MAIN_DAGGER,Elder's Dagger,,dagger,0.0,3.75,11987.0,1.0
T4_2H_DAGGERPAIR,Adept's Dagger Pair,,dagger,0.0,1.33333,1540.0,1.0
T5_2H_DAGGERPAIR,Expert's Dagger Pair,,dagger,0.0,2.0,2849.0,1.0
T6_2H_DAGGERPAIR,Master's Dagger Pair,,dagger,0.0,2.66667,5119.0,1.0
